,rank,rank_last_week,weeks_on_list,asterisk,dagger,primary_isbn10,primary_isbn13,publisher,description,price,title,author,contributor,contributor_note,book_image,book_image_width,book_image_height,amazon_product_url,age_group,book_review_link,first_chapter_link,sunday_review_link,article_chapter_link,isbns,buy_links,book_uri,List Name
8,9,0,1,1,0,1250058457,9781250058454,Minotaur,The covert operative Cotton Malone must thwart an agent loyal to the former Soviet Union.,0.0,THE 14TH COLONY,Steve Berry,by Steve Berry,,https://storage.googleapis.com/du-prd/books/images/9781466862616.jpg,326,495,http://www.amazon.com/The-14th-Colony-Cotton-Malone-ebook/dp/B0140MQTP8?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1250056241', 'isbn13': '9781250056245'}, {'isbn10': '1466862610', 'isbn13': '9781466862616'}, {'isbn10': '1250058457', 'isbn13': '9781250058454'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/The-14th-Colony-Cotton-Malone-ebook/dp/B0140MQTP8?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250058454?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250058454'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2B14TH%2BCOLONY%2FSteve%2BBerry%2F9781250058454'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781250058454'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781250058454?aff=NYT'}]",nyt://book/86550663-f4e0-51bb-91df-347d167ac390,Mass Market Paperback
9,10,7,3,0,0,373789947,9780373789948,HQN,"Ren Colter, a wealthy rancher, protects a beautiful woman from a stalker.",0.0,WYOMING BRAVE,Diana Palmer,by Diana Palmer,,https://storage.googleapis.com/du-prd/books/images/9780373789948.jpg,313,495,https://www.amazon.com/Wyoming-Brave-Men-Diana-Palmer/dp/0373789947?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0373789947', 'isbn13': '9780373789948'}, {'isbn10': '1460397800', 'isbn13': '9781460397800'}, {'isbn10': '0373802862', 'isbn13': '9780373802869'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Wyoming-Brave-Men-Diana-Palmer/dp/0373789947?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780373789948?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780373789948'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FWYOMING%2BBRAVE%2FDiana%2BPalmer%2F9780373789948'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780373789948'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780373789948?aff=NYT'}]",nyt://book/a5b485c9-3b95-5f2e-bba3-0d733615cdba,Mass Market Paperback
10,11,0,0,0,0,62135295,9780062135292,Morrow,,0.0,WAR HAWK,James Rollins and Grant Blackwood,by James Rollins and Grant Blackwood,,https://storage.googleapis.com/du-prd/books/images/9780062135278.jpg,328,495,http://www.amazon.com/War-Hawk-Tucker-Wayne-Novel-ebook/dp/B00LSR05WC?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0062135279', 'isbn13': '9780062135278'}, {'isbn10': '0062135309', 'isbn13': '9780062135308'}, {'isbn10': '0062135295', 'isbn13': '9780062135292'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/War-Hawk-Tucker-Wayne-Novel-ebook/dp/B00LSR05WC?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780062135292?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062135292'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FWAR%2BHAWK%2FJames%2BRollins%2Band%2BGrant%2BBlackwood%2F9780062135292'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780062135292'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780062135292?aff=NYT'}]",nyt://book/66c80234-aea9-5ed8-bf8c-3605f62ee079,Mass Market Paperback
11,12,0,0,0,0,425285391,9780425285398,Dell,Two New Yorkers reconstruct the history of a young woman and a love affair at the time of World War II.,0.0,PROPERTY OF A NOBLEWOMAN,Danielle Steel,by Danielle Steel,,https://storage.googleapis.com/du-prd/books/images/9780804179669.jpg,326,495,http://www.amazon.com/Property-Noblewoman-Novel-Danielle-Steel-ebook/dp/B013NIF7KS?tag=NYTBSREV-20,,,,,,"[{'isbn10': '034553106X', 'isbn13': '9780345531063'}, {'isbn10': '0804179662', 'isbn13': '9780804179669'}, {'isbn10': '073520649X', 'isbn13': '9780735206496'}, {'isbn10': '0425285391', 'isbn13': '9780425285398'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Property-Noblewoman-Novel-Danielle-Steel-ebook/dp/B013NIF7KS?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780425285398?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780425285398'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FPROPERTY%2BOF%2BA%2BNOBLEWOMAN%2FDanielle%2BSteel%2F9780425285398'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780425285398'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780425285398?aff=NYT'}]",nyt://book/bc1c17fc-b404-5abc-8142-b94c6e1248f4,Mass Market Paperback
12,13,0,0,0,0,1501110799,9781501110795,Pocket Books,"In the 11th Ali Reynolds novel, Ali and her husband work to clear her father’s name when he is accused of murdering the financial adviser who steered him wrong.",0.0,CLAWBACK,J A Jance,by J. A. Jance,,https://storage.googleapis.com/du-prd/books/images/9781501110764.jpg,328,495,http://www.amazon.com/Clawback-An-Ali-Reynolds-Novel-ebook/dp/B010MH9V7I?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1501110721', 'isbn13': '9781501110726'}, {'isbn10': '1501110764', 'isbn13': '9781501110764'}, {'isbn10': '1501110799', 'isbn13': '9781501110795'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Clawback-An-Ali-Reynolds-Novel-ebook/dp/B010MH9V7I?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781501110795?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781501110795'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FCLAWBACK%2FJ%2BA%2BJance%2F9781501110795'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781501110795'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781501110795?aff=NYT'}]",nyt://book/5546f2fc-9ace-5275-bdcd-c9b913084ed7,Mass Market Paperback
13,14,0,0,0,0,62418998,9780062418999,Avon,"When a member of an elite paramilitary squad is ambushed and almost killed, he is ordered to stay under the radar in a small town until the unknown enemy is identified.",0.0,TROUBLEMAKER,Linda Howard,by Linda Howard,,https://storage.googleapis.com/du-prd/books/images/9780062419002.jpg,327,495,http://www.amazon.com/Troublemaker-A-Novel-Linda-Howard-ebook/dp/B015MOJ8X8?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0062419005', 'isbn13': '9780062419002'}, {'isbn10': '0062418971', 'isbn13': '9780062418975'}, {'isbn10': '0062418998', 'isbn13': '9780062418999'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Troublemaker-A-Novel-Linda-Howard-ebook/dp/B015MOJ8X8?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780062418999?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062418999'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTROUBLEMAKER%2FLinda%2BHoward%2F9780062418999'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780062418999'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780062418999?aff=NYT'}]",nyt://book/3e11574c-2967-5c87-818a-d18aa0b473fa,Mass Market Paperback
14,15,0,0,0,0,345542975,9780345542977,Random House,Stephanie Plum pursues a fraternity member arrested for beating up a college dean and investigates a murder.,0.0,TRICKY TWENTY-TWO,Janet Evanovich,by Janet Evanovich,,https://storage.googleapis.com/du-prd/books/images/9780345542984.jpg,326,495,http://www.amazon.com/Tricky-Twenty-Two-Stephanie-Plum-Novel-ebook/dp/B00TND3N7C?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0345542967', 'isbn13': '9780345542960'}, {'isbn10': '0345542983', 'isbn13': '9780345542984'}, {'isbn10': '0385363230', 'isbn13': '9780385363235'}, {'isbn10': '0345542975', 'isbn13': '9780345542977'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Tricky-Twenty-Two-Stephanie-Plum-Novel-ebook/dp/B00TND3N7C?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780345542977?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780345542977'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTRICKY%2BTWENTY-TWO%2FJanet%2BEvanovich%2F9780345542977'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780345542977'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780345542977?aff=NYT'}]",nyt://book/c6bd1fbf-5dcc-5540-b1b9-2405397eeb4f,Mass Market Paperback
0,1,1,147,0,0,307742482,9780307742483,Vintage,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil. The fledgling F.B.I. intervened, ineffectively.",0.0,KILLERS OF THE FLOWER MOON,David Grann,by David Grann,,https://storage.googleapis.com/du-prd/books/images/9780385534246.jpg,326,495,https://www.amazon.com/Killers-Flower-Moon-Osage-Murders/dp/0385534248?tag=NYTBSREV-20,,https://www.nytimes.com/2017/04/28/books/review/killers-of-the-flower-moon-david-grann.html,,,,"[{'isbn10': '0385534248', 'isbn13': '9780385534246'}, {'isbn10': '0385534256', 'isbn13': '9780385534253'}, {'isbn10': '1524755931', 'isbn13': '9781524755935'}, {'isbn10': '0307742482', 'isbn13': '9780307742483'}, {'isbn10': '1471166554', 'isbn13': '9781471166556'}, {'isbn10': '1984883860', 'isbn13': '9781984883865'}, {'isbn10': '0857209043', 'isbn13': '9780857209047'}, {'isbn10': '0593470834', 'isbn13': '9780593470831'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Killers-Flower-Moon-Osage-Murders/dp/0385534248?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780307742483?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780307742483'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FKILLERS%2BOF%2BTHE%2BFLOWER%2BMOON%2FDavid%2BGrann%2F9780307742483'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780307742483'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780307742483?aff=NYT'}]",nyt://book/c5c1cd05-cdbc-5e7a-8255-1923ab4b1ceb,Paperback Nonfiction
1,2,2,146,0,0,143125478,9780143125471,Penguin,The story of the American rowers who pursued gold at the 1936 Berlin Olympic Games; the basis of the film.,0.0,THE BOYS IN THE BOAT,Daniel James Brown,by Daniel James Brown,,https://storage.googleapis.com/du-prd/books/images/9781101622742.jpg,323,495,http://www.amazon.com/The-Boys-Boat-Americans-Olympics-ebook/dp/B00AEBETU2?tag=NYTBSREV-20,,,,,,"[{'isbn10': '067002581X', 'isbn13': '9780670025817'}, {'isbn10': '0143125478', 'isbn13': '9780143125471'}, {'isbn10': '159413779X', 'isbn13': '9781594137792'}, {'isbn10': '1611761697', 'isbn13': '9781611761696'}, {'isbn10': '1410459543', 'isbn13': '9781410459541'}, {'isbn10': '0143130838', 'isbn13': '9780143130833'}, {'isbn10': '1101620137', 'isbn13': '9781101620137'}, {'isbn10': '0606393129', 'isbn13': '9780606393126'}, {'isbn10': '0143136968', 'isbn13': '9780143136965'}, {'isbn10': '0593512308', 'isbn13': '9780593512302'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/The-Boys-Boat-Americans-Olympics-ebook/dp/B00AEBETU2?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780143125471?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780143125471'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BBOYS%2BIN%2BTHE%2BBOAT%2FDaniel%2BJames%2BBrown%2F9780143125471'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780143125471'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780143125471?aff=NYT'}]",nyt://book/94ffb4d1-cf56-5b40-859f-10ec5d7e3266,Paperback Nonfiction
2,3,4,8,0,0,63076101,9780063076105,Dey Street,A memoir by the musician known for his work with Foo Fighters and Nirvana.,0.0,THE STORYTELLER,Dave Grohl,by Dave Grohl,,https://storage.googleapis.com/du-prd/books/images/9780063076099.jpg,331,500,https://www.amazon.com/dp/0063076098?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0063076098', 'isbn13': '9780063076099'}, {'isbn10': '006307611X', 'isbn13': '9780063076112'}, {'isbn10': '0063076128', 'isbn13': '9780063076129'}, {'isbn10': '0063076101', 'isbn13': '9780063076105'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0063076098?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780063076105?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780063076105'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BSTORYTELLER%2FDave%2BGrohl%2F9780063076105'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780063076105'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780063076105?aff=NYT'}]",nyt://book/ee940452-3fa3-5819-b47d-75431f8f9dcb,Paperback Nonfiction
3,4,3,270,0,0,143127748,9780143127741,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",0.0,THE BODY KEEPS THE SCORE,Bessel van der Kolk,by Bessel van der Kolk,,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,128,193,http://www.amazon.com/The-Body-Keeps-Score-Healing/dp/0670785938?tag=NYTBSREV-20,,https://www.nytimes.com/2018/10/18/books/review/how-to-rewire-your-traumatized-brain.html,,,,"[{'isbn10': '0670785938', 'isbn13': '9780670785933'}, {'isbn10': '0143127748', 'isbn13': '9780143127741'}, {'isbn10': '1469092352', 'isbn13': '9781469092355'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/The-Body-Keeps-Score-Healing/dp/0670785938?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780143127741?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780143127741'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BBODY%2BKEEPS%2BTHE%2BSCORE%2FBessel%2Bvan%2Bder%2BKolk%2F9780143127741'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780143127741'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780143127741?aff=NYT'}]",nyt://book/e3e33e9d-0e67-5fec-b0d2-2ecddc38ce0e,Paperback Nonfiction
4,5,5,24,0,0,375726268,9780375726262,Vintage,A biography of J. Robert Oppenheimer. Winner of the Pulitzer Prize in 2006 and an inspiration for the film “Oppenheimer.”,0.0,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,by Kai Bird and Martin J. Sherwin,,https://storage.googleapis.com/du-prd/books/images/9780375726262.jpg,323,500,https://www.amazon.com/dp/0375726268?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0375726268', 'isbn13': '9780375726262'}, {'isbn10': '0307424731', 'isbn13': '9780307424730'}, {'isbn10': '0375412026', 'isbn13': '9780375412028'}, {'isbn10': '1433200120', 'isbn13': '9781433200120'}, {'isbn10': '1470824418', 'isbn13': '9781470824419'}, {'isbn10': '1433237601', 'isbn13': '9781433237607'}, {'isbn10': '1433200112', 'isbn13': '9781433200113'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0375726268?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780375726262?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780375726262'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FAMERICAN%2BPROMETHEUS%2FKai%2BBird%2Band%2BMartin%2BJ.%2BSherwin%2F9780375726262'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780375726262'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780375726262?aff=NYT'}]",nyt://book/5a66cfd7-9fd6-5795-8a97-d06ad76ec3f5,Paperback Nonfiction
5,6,6,193,0,0,1571313567,9781571313560,Milkweed Editions,A botanist and member of the Citizen Potawatomi Nation espouses having an understanding and appreciation of plants and animals.,0.0,BRAIDING SWEETGRASS,Robin Wall Kimmerer,by Robin Wall Kimmerer,,https://storage.googleapis.com/du-prd/books/images/9781571313560.jpg,321,495,https://www.amazon.com/Braiding-Sweetgrass-Indigenous-Scientific-Knowledge/dp/1571313567?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1571313567', 'isbn13': '9781571313560'}, {'isbn10': '1515975908', 'isbn13': '9781515975908'}, {'isbn10': '1571318712', 'isbn13': '9781571318718'}, {'isbn10': '1571311777', 'isbn13': '9781571311771'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Braiding-Sweetgrass-Indigenous-Scientific-Knowledge/dp/1571313567?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781571313560?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781571313560'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FBRAIDING%2BSWEETGRASS%2FRobin%2BWall%2BKimmerer%2F9781571313560'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781571313560'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781571313560?aff=NYT'}]",nyt://book/194ea111-42ad-5795-9fb5-3e155ffa5e79,Paperback Nonfiction
6,7,8,7,0,0,1324094095,9781324094098,Liveright,"A celebration of 161 songs, with handwritten texts, paintings and photographs from the songwriter’s archives.",0.0,THE LYRICS: 1956 TO THE PRESENT,Paul McCartney,by Paul McCartney,,https://storage.googleapis.com/du-prd/books/images/9781324094098.jpg,468,500,https://www.amazon.com/dp/163149256X?tag=NYTBSREV-20,,,,,,"[{'isbn10': '163149256X', 'isbn13': '9781631492563'}, {'isbn10': '1324094095', 'isbn13': '9781324094098'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/163149256X?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781324094098?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781324094098'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BLYRICS%253A%2B1956%2BTO%2BTHE%2BPRESENT%2FPaul%2BMcCartney%2F9781324094098'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781324094098'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781324094098?aff=NYT'}]",nyt://book/537997f8-f5ff-5886-9b3f-baad6e39aa75,Paperback Nonfiction
7,8,9,27,0,0,62968793,9780062968791,Harper Perennial,The British journalist shares stories and observations; the basis of the TV series.,0.0,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,by Dolly Alderton,,https://storage.googleapis.com/du-prd/books/images/9780062968791.jpg,332,500,https://www.amazon.com/dp/0062968793?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0062968793', 'isbn13': '9780062968791'}, {'isbn10': '0062968807', 'isbn13': '9780062968807'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0062968793?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780062968791?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062968791'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FEVERYTHING%2BI%2BKNOW%2BABOUT%2BLOVE%2FDolly%2BAlderton%2F9780062968791'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780062968791'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780062968791?aff=NYT'}]",nyt://book/78725ce3-7ae4-5a35-acad-04355f2d0b44,Paperback Nonfiction
8,9,7,12,0,0,1250787653,9781250787651,Metropolitan,"An account of the history of settler colonialism and resistance, based on untapped archival materials and reports.",0.0,THE HUNDRED YEARS' WAR ON PALESTINE,Rashid Khalidi,by Rashid Khalidi,,https://storage.googleapis.com/du-prd/books/images/9781250787651.jpg,333,500,https://www.amazon.com/dp/1250787653?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1250787653', 'isbn13': '9781250787651'}, {'isbn10': '1627798552', 'isbn13': '9781627798556'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250787653?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250787651?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250787651'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BHUNDRED%2BYEARS%2527%2BWAR%2BON%2BPALESTINE%2FRashid%2BKhalidi%2F9781250787651'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781250787651'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781250787651?aff=NYT'}]",nyt://book/402b156f-112e-5990-8eb2-af2249d3c55b,Paperback Nonfiction
9,10,10,209,0,0,62316117,9780062316110,Harper Perennial,How Homo sapiens became Earth’s dominant species.,0.0,SAPIENS,Yuval Noah Harari,by Yuval Noah Harari,,https://storage.googleapis.com/du-prd/books/images/9780062316097.jpg,128,192,http://www.amazon.com/Sapiens-A-Brief-History-Humankind-ebook/dp/B00ICN066A?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0062316095', 'isbn13': '9780062316097'}, {'isbn10': '0062316109', 'isbn13': '9780062316103'}, {'isbn10': '0062796232', 'isbn13': '9780062796233'}, {'isbn10': '1494576902', 'isbn13': '9781494576905'}, {'isbn10': '0062316117', 'isbn13': '9780062316110'}, {'isbn10': '1494506904', 'isbn13': '9781494506902'}, {'isbn10': '1494556901', 'isbn13': '9781494556907'}, {'isbn10': '1473523788', 'isbn13': '9781473523784'}, {'isbn10': '1538456583', 'isbn13': '9781538456583'}, {'isbn10': '1538456605', 'isbn13': '9781538456606'}, {'isbn10': '1538456591', 'isbn13': '9781538456590'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Sapiens-A-Brief-History-Humankind-ebook/dp/B00ICN066A?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780062316110?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062316110'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FSAPIENS%2FYuval%2BNoah%2BHarari%2F9780062316110'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780062316110'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780062316110?aff=NYT'}]",nyt://book/8396e181-cd69-5074-a009-ec8f051c54f2,Paperback Nonfiction
